,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
105,In-depth Cultural,Classic Egypt Tour," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor, Valley of the Kings, Hurghada ", 8 to 99 ,"Family, Group, Fully Guided, Historical+2 more",Fez Travel,10 days,1.869,94156
106,In-depth Cultural,Nile Felucca Adventure with sleeping train 2 ways," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 12 to 50 ,"Active Adventure, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Vacations to go travel,8 days,568,119509
107,Active Adventure,Sands & Seas," Cairo, Luxor, Hurghada ", 8 to 95 ,"Family, Private, Group, Fully Guided, Explorer, Coach / Bus, Historical, Christmas & New Year+5 more",Encounters Travel,9 days,1.490,24079
108,In-depth Cultural,"Wonders of Egypt (Classic, Summer, 9 Days)"," Cairo, Giza, Saqqarah, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Philae ", 5 to 99 ,"Family, Private, Group, Fully Guided, Explorer+2 more",Insight Vacations,9 days,2.645,106536
109,In-depth Cultural,"Package 5 Days Discover Giza Pyramids, Sightseeing Cairo and Sightseeing Alexandria"," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,263,191826
110,In-depth Cultural,Egypt Express," Giza, Philae, Aswan, Abu Simbel, Kom Ombo, Edfu, Valley of the Kings, Luxor, Cairo ", 8 to 95 ,"Family, Private, Group, Fully Guided, Explorer+2 more",Encounters Travel,8 days,1.085,55539
111,In-depth Cultural,Authentic Egypt Tour," Cairo, Alexandria, Aswan, Luxor, Hurghada ", 2 to 80 ,"Family, Group, Fully Guided, Christmas & New Year+2 more",Alacart Travel Egypt,14 days,1.007,163839
112,River Cruise,Luxury Nile cruise Luxor & Aswan for 7 nights includes tours," Luxor, Esna, Edfu, Kom Ombo, Aswan ", 1 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Truly Egypt Tours,8 days,1.053,134100
113,Explorer,Wonder Egypt 5 Days adventure : Cairo-Alexandria-Red Sea with Jet Ski," Cairo, Giza, Alexandria, Ain Sokhna ", 16 to 75 ,"Private, Fully Guided, Christmas & New Year+1 more",Egypt Direct Tours,5 days,472,214884
114,Explorer,"Luxury Cairo, Nile Cruise & Alexandria by Flight"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,10 days,1.107,162958
115,In-depth Cultural,5 Days Cairo and Alexandria tour," Cairo, Alexandria ", 5 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",Vacations to go travel,5 days,643,138749
116,River Cruise,8 Days / 7 Nights Nile River Cruise from Luxor to Aswan with 2 Free Gift Tours (Abu Simbel and Hot Air Balloon)," Luxor, Edfu, Aswan, Abu Simbel, Kom Ombo ", 18 to 80 ,"Private, Fully Guided, Explorer, Historical, Christmas & New Year+3 more",Egyptology Travel,8 days,772,127925
117,River Cruise,5 Days 4 Nights Cruise from Luxor to Aswan," Luxor, Edfu, Kom Ombo, Aswan ", 1 to 99 ,"Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Ancient Egypt Tours,5 days,448,160843
118,In-depth Cultural,Best of Egypt," Cairo, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Kitchener Island, Philae, Abu Simbel+2 more", 18 to 95 ,"Active Adventure, Private, Group, Fully Guided, Sailing, Historical, Christmas & New Year+4 more",Ciconia Exclusive Journeys,9 days,2.319,188295
119,Explorer,Egyptian Adventure," Hurghada, Luxor, Esna, Edfu, Kom Ombo, Aswan, Cairo ", 5 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Planet Tours,12 days,1.317,210718
120,In-depth Cultural,Felucca Sailtrek," Cairo, Hurghada, Luxor, Valley of the Kings, Aswan, Edfu, Kom Ombo, Nuweiba, Dahab, Mount Sinai, St. Catherine+2 more", 18 to 50 ,"Group, Fully Guided, Explorer, Coach / Bus, Christmas & New Year+3 more",Travel Talk,15 days,1.539,2350
121,Explorer,"Luxury Cairo, Nile Cruise & Marsa Alam All-Inclusive Stay-Best of Egypt Escape"," Cairo, Aswan, Edfu, Luxor, Marsa Alam ", 1 to 75 ,"Family, River Cruise, Private, Fully Guided, Christmas & New Year+3 more",Look at Egypt Tours ,11 days,1.741,137027
122,In-depth Cultural,"Egypt and the Nile (Summer, 8 Days)"," Cairo, Giza, Aswan, Abu Simbel, Elephantine Island, Kom Ombo, Edfu, Luxor, Valley of the Kings, Hurghada+2 more", 18 to 35 ,"Group, Fully Guided, Sailing, Historical+2 more",Contiki,8 days,1.784,233723
123,Explorer,Treasures of Egypt," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 18 to 45 ,"Private, Fully Guided",Planet Tours,8 days,726,146018
124,In-depth Cultural,"Pyramids, Mummies & Temples"," Cairo, Giza, Abu Simbel, Aswan, Kom Ombo, Edfu, Esna, Luxor ", 12 to 65 ,"Private, Fully Guided, Sightseeing, Christmas & New Year+2 more",Your Egypt Tours,8 days,3.906,111082
125,In-depth Cultural,Egypt and the Nile 2022," Cairo, Giza, Luxor, Aswan, Abu Simbel ", 2 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,10 days,3.725,111059
126,River Cruise,5 Days – 4 Nights Nile Cruise From Luxor," Luxor, Aswan ", 18 to 80 ,"Private, Group, Partially Guided, Explorer, Historical, Christmas & New Year+4 more",Egypt Online Tour,5 days,681,182170
127,Explorer,Cairo with Dahabiya Nile Cruise," Cairo, Giza, Luxor, Edfu, Kom Ombo, Aswan ", 12 to 65 ,"River Cruise, Private, Fully Guided, Historical, Christmas & New Year+3 more",Your Egypt Tours,13 days,4.315,110470
128,In-depth Cultural,ENCHANTING EGYPT," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor ", 5 to 80 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Planet Tours,9 days,872,216677
129,Explorer,Best of Egypt," Cairo, Luxor, Edfu, Kom Ombo, Aswan ", 2 to 75 ,"Family, River Cruise, Private, Fully Guided, Historical+3 more",Planet Tours,8 days,877,192389
130,Explorer,Nile & Lake Nasser Cruises," Cairo, Luxor, Edfu, Kom Ombo, Aswan, Abu Simbel ", 2 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Agate Travel,11 days,4.242,202623
131,In-depth Cultural,Egypt Private Expedition," Cairo, Giza, Luxor, Aswan, Abu Simbel ", 4 to 65 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Your Egypt Tours,11 days,4.996,110482
132,Explorer,Cairo with Nile Cruise 8 Days 7 Nights Holiday," Cairo, Giza, Luxor, Aswan ", 12 to 65 ,"Private, Fully Guided, Sightseeing, Christmas & New Year+2 more",Your Egypt Tours,8 days,1.590,110389
133,Historical,Alexandria & Ancient Egypt with Cruise - 13 days," Cairo, Alexandria, El Alamein, Giza, Saqqarah, Aswan, Abu Simbel, Kom Ombo, Luxor, Valley of the Kings+1 more", 18 to 80 ,"Group, Fully Guided, Christmas & New Year+1 more",On The Go Tours,13 days,2.340,158639
134,In-depth Cultural,Signature Egypt & the Nile 2022-23," Cairo, Giza, Luxor, Aswan ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,10 days,3.316,111056
135,In-depth Cultural,Egypt Unveiled – Journeys For Women," Cairo, Luxor, Aswan, Abu Simbel ", 18 to 75 ,"Private, Fully Guided, Sightseeing, Christmas & New Year+2 more",Your Egypt Tours,10 days,3.270,110874
136,Explorer,Egypt & the Nile: A Holiday Journey 2022-23," Cairo, Luxor, Aswan, Abu Simbel ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,10 days,4.679,189709
137,In-depth Cultural,Best of Egypt Winter 2022-23," Cairo, Luxor, Aswan, Giza ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,9 days,1.634,111047
138,In-depth Cultural,Egypt Best Easter Holiday 2022- 23," Cairo, Giza, Aswan, Luxor ", 4 to 65 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Your Egypt Tours,8 days,2.589,110883
139,Explorer,Egyptian Voyager Winter 2022 - 2023," Cairo, Giza, Aswan, Luxor, Alexandria ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,9 days,2.135,110885
140,In-depth Cultural,Christmas Holidays - Gods & Pharaohs," Cairo, Giza, Aswan, Luxor ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,9 days,2.270,111052
141,Explorer,Essence of Egypt," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor ", 8 to 80 ,"Family, Private, Fully Guided+1 more",Planet Tours,8 days,827,219946
142,In-depth Cultural,"Egypt Tour 8 Days, 7 Nights to Cairo, Aswan and Luxor with Nile Cruise"," Cairo, Giza, Aswan, Luxor ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,8 days,1.499,111058
143,In-depth Cultural,Uncover Secrets of the Nile," Cairo, Giza, Luxor, Aswan ", 1 to 75 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,10 days,3.451,111042
144,Active Adventure,One in a lifetime experience; Cairo; Alexandria; Hurghada; Luxor," Cairo, Giza, Alexandria, Hurghada, Luxor ", 18 to 80 ,"Group, Partially Guided, Christmas & New Year+1 more",ToBadaa,7 days,681,184869
145,In-depth Cultural,The Nile and Red Sea Tour Package for Small Groups," Cairo, Giza, Aswan, Luxor, Hurghada ", 2 to 75 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,9 days,1.635,110879
146,In-depth Cultural,Egypt secrets in 6 days," Cairo, Giza, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Egypt Tours Club,6 days,1.363,106313
147,In-depth Cultural,Cairo & Alexandra," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,6 days,318,191886
148,In-depth Cultural,Treasures of the Nile," Cairo, Aswan, Kom Ombo, Edfu, Luxor, Valley of the Kings, Hurghada, Dahab, St. Catherine, Mount Sinai+2 more", 18 to 50 ,"Group, Fully Guided, Explorer, Coach / Bus, Christmas & New Year+3 more",Travel Talk,15 days,1.617,2352
149,In-depth Cultural,The Diamond sights of Egypt in 9 days," Cairo, Giza, Saqqarah, Aswan, Kom Ombo, Edfu, Luxor, Alexandria ", 1 to 99 ,"Family, Custom, River Cruise, Private, Fully Guided, Christmas & New Year+4 more",Egypt Tours Club,9 days,1.613,106311
150,River Cruise,Nile Cruise from Luxor for 5 Nights," Luxor, Edfu, Kom Ombo, Abu Simbel, Aswan ", 18 to 80 ,"Active Adventure, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Egyptology Travel,6 days,545,127931
151,In-depth Cultural,Signature Tour of Egypt-Discover Egypt in Style - Best Luxury Cruise & Hotels," Cairo, Luxor, Edfu, Aswan, Abu Simbel ", 1 to 80 ,"Family, Custom, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,10 days,2.882,155303
152,In-depth Cultural,Egypt on the Budget - 11 Days," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 10 to 50 ,"Family, Local Living, Private, Group, Fully Guided, Christmas & New Year+4 more",Vacations to go travel,11 days,725,177340
153,In-depth Cultural,"Iconic Egypt Tour – Cairo, Alexandria, Nile Cruise & Abu Simbel 11 Days"," Cairo, Alexandria, Luxor, Edfu, Aswan, Abu Simbel ", 1 to 75 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Look at Egypt Tours ,11 days,2.009,158073
154,In-depth Cultural,Pharaonic Encounters," Cairo, Luxor ", 8 to 95 ,"Family, Private, Group, Fully Guided, Explorer+2 more",Encounters Travel,7 days,1.065,24074
155,In-depth Cultural,"Egypt Express Tours-Discover The Pyramids,Cairo & Nile Cruise Flights Included"," Cairo, Aswan, Edfu, Luxor ", 2 to 75 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,7 days,1.268,137418
156,Explorer,Marvel Cairo & Luxor  5 Days," Cairo, Giza, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Ancient Egypt Tours,5 days,200,222458
157,In-depth Cultural,Nile and Sea Escapade," Cairo, Aswan, Luxor, Sharm el-Sheikh ", 2 to 80 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Alacart Travel Egypt,13 days,1.220,180713
158,In-depth Cultural,Gods of Egypt," Cairo, Aswan, Kom Ombo, Edfu, Luxor, Hurghada ", 8 to 95 ,"Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+3 more",Encounters Travel,10 days,2.005,88948
159,In-depth Cultural,"Royal Tour of Egypt- Private & Luxury 10 Days Tour Discover Cairo, Nile Cruise & Abu Simbel"," Cairo, Luxor, Edfu, Aswan ", 1 to 77 ,"Family, Custom, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,10 days,1.791,136726
160,In-depth Cultural,Marvel Egypt in 5 days," Cairo, Giza, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Egypt Tours Club,5 days,818,106319
161,In-depth Cultural,"Splendid Egypt :  6 Days Cairo, Aswan, Abu Simbel , Luxor & Overnight Train Round Trip"," Cairo, Giza, Aswan, Abu Simbel, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,6 days,500,160101
162,In-depth Cultural,Ultimate Egypt," Cairo, Hurghada, Luxor, Aswan, Edfu, Kom Ombo, Nuweiba, Dahab, St. Catherine ", 18 to 59 ,"Group, Fully Guided, Coach / Bus, Christmas & New Year+2 more",Travel Talk,15 days,1.560,9346
163,Explorer,Highlights of Egypt," Cairo, Giza, Alexandria, Saqqarah, Memphis, Aswan, Abu Simbel, Agilkia Island, Philae, Kom Ombo, Edfu, Luxor, Valley of the Kings+5 more", 1 to 99 ,"Family, River Cruise, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+5 more",Ancient Egypt Tours,15 days,999,192021
164,In-depth Cultural,Essential Egyptian sights in 6 days," Cairo, Giza, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Egypt Tours Club,6 days,1.181,106315
165,In-depth Cultural,Main Egypt cities in 5 days," Cairo, Alexandria, Luxor, Giza ", 1 to 99 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more",Egypt Tours Club,5 days,1.254,106321
166,Explorer,Egypt Uncovered - 11 days," Cairo, Luxor, Valley of the Kings, Hurghada ", 18 to 80 ,"Group, Fully Guided, Historical, Christmas & New Year+2 more",On The Go Tours,11 days,1.420,29870
167,Explorer,Best of Egypt Discover Cairo & The Nile & Hurghada All-inclusive," Cairo, Aswan, Kom Ombo, Luxor, Hurghada ", 1 to 70 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,10 days,1.595,155554
168,River Cruise,Nile Cruise from Aswan for 5 Nights," Aswan, Luxor ", 18 to 80 ,"Private, Fully Guided, Explorer, Historical, Christmas & New Year+3 more",Egyptology Travel,6 days,545,139184
169,River Cruise,Legend of the Nile :  6-Days Tour for 5 stars Nile Cruise Aswan to Luxor & Sleeper Train Round Trip From Cairo," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 10 to 85 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Egypt Best Holidays ,6 days,672,152914
170,Explorer,Alexandria & Ancient Egypt - 13 days," Cairo, Alexandria, El Alamein, Giza, Saqqarah, Aswan, Kom Ombo, Luxor, Valley of the Kings+1 more", 18 to 80 ,"River Cruise, Group, Fully Guided, Historical, Christmas & New Year+3 more",On The Go Tours,13 days,1.900,69630
171,In-depth Cultural,"Treasures of Egypt Tour - Explore Cairo, Nile Cruise & Abu Simbel"," Cairo, Giza, Luxor, Edfu, Kom Ombo, Abu Simbel, Aswan ", 1 to 80 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,9 days,1.617,126453
172,In-depth Cultural,Egypt Wonders of The Nile Private & Luxurious Tour -Ultra-Deluxe Cruise & Hotels," Cairo, Luxor, Edfu, Kom Ombo, Aswan, Abu Simbel ", 2 to 75 ,"Family, Custom, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,11 days,5.738,204247
173,In-depth Cultural,"Egypt Best Holidays to Cairo, Abu Simbel, Aswan & Luxor 8 days - 7 nights"," Cairo, Luxor, Aswan, Abu Simbel, Giza, Alexandria ", 12 to 65 ,"Private, Fully Guided, Historical, Christmas & New Year+2 more",Your Egypt Tours,8 days,1.816,109507
174,Explorer,"9 Days Top Attractions Cairo, Nile Cruise and Alexandria Holiday"," Cairo, Giza, Luxor, Edfu, Kom Ombo, Aswan, Alexandria ", 1 to 99 ,"Family, River Cruise, Private, Group, Fully Guided, Historical, Christmas & New Year+5 more",Ancient Egypt Tours,9 days,1.217,174675
175,Explorer,7 Days Cairo and Nile Cruise Holiday," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,7 days,1.105,148076
176,In-depth Cultural,8 days of happiness in Egypt," Cairo, Giza, Aswan, Luxor, Alexandria ", 10 to 99 ,"Boat, Family, Private, Group, Fully Guided, Historical, Christmas & New Year+4 more",Egypt Tours Club,8 days,1.506,112229
177,In-depth Cultural,Egypt Must see sites (Cairo & Luxor) 7 Days / 6 Nights," Cairo, Giza, Luxor, Alexandria ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,7 days,1.816,110777
178,In-depth Cultural,Emerald of Egypt in 9 days," Cairo, Giza, Aswan, Luxor, Alexandria, Mount Sinai ", 1 to 99 ,"Active Adventure, Private, Fully Guided, Christmas & New Year+2 more",Egypt Tours Club,9 days,1.908,138071
179,In-depth Cultural,Luxury Cairo & The Treasures of The Nile Tour 9 Days 5 Stars Hotles & Cruise Inc," Cairo, Luxor, Edfu, Kom Ombo, Aswan ", 1 to 80 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Look at Egypt Tours ,9 days,1.683,182186
180,In-depth Cultural,Mysterious Egypt," Cairo, Aswan, Kom Ombo, Edfu, Esna, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Wingbuddy,9 days,1.453,99734
181,In-depth Cultural,Egyptian Family Adventure & Red Sea - 13 days," Cairo, Giza, Saqqarah, Philae, Elephantine Island, Aswan, Kom Ombo, Valley of the Kings, Luxor, Hurghada+3 more", 5 to 99 ,"Family, Group, Fully Guided, Christmas & New Year+2 more",On The Go Tours,13 days,1.692,143551
182,In-depth Cultural,5 Days Cairo and Alexandria," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,380,147440
183,In-depth Cultural,Experience Mysteries of Egypt Tour - Egypt in-Depth Archaeological Tour," Cairo, Luxor, Qena, Sohag, Edfu, Aswan, Abu Simbel ", 4 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,11 days,2.525,137618
184,In-depth Cultural,Spiritual Egypt," Cairo, Giza, Luxor, Edfu, Aswan, Abu Simbel, Kom Ombo, Dendera, Saqqarah ", 18 to 70 ,"Private, Fully Guided, Historical, Christmas & New Year+2 more",Ancient Power Travel LLC,13 days,2.680,142115
185,Sailing,Felucca Odyssey & Dahab Explorer," Cairo, Giza, Luxor, Valley of the Kings, Aswan, Philae, Abu Simbel, Edfu, Kom Ombo, Nuweiba, Dahab+2 more", 18 to 50 ,"Group, Fully Guided, Explorer, Coach / Bus, Christmas & New Year+3 more",Travel Talk,12 days,1.189,86748
186,In-depth Cultural,Delve Deep: Egypt," Cairo, Aswan, Giza, Abu Simbel, Luxor, Hurghada ", 18 to 39 ,"Group, Fully Guided, Historical+1 more",Topdeck,9 days,1.107,231866
187,In-depth Cultural,8 Days Essential Egypt Tour Cairo & Nile Cruise  5 Stars Hotel & Flights Inc," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 2 to 75 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,8 days,1.444,191461
188,Explorer,"11 Days Cairo, Nile Cruise and Hurghada Tour"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Hurghada ", 1 to 98 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,11 days,1.183,175918
189,In-depth Cultural,Discover Cairo and Alexandria Tour Package 5 Days With Guide & Hotels," Cairo, Alexandria ", 5 to 70 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,5 days,629,157701
